product_title,rating,summary,review
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,1,Terrible product,"Pathetic, don't buy this one"
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Very Good,Very very niceðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Waste of money!,very bad  product its quality is really bad
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Just okay,Nice
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Good quality product,Sound quality good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Horrible,Very bad quality
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Hated it!,I hated
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Utterly Disappointed,Quality is very poor
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Unsatisfactory,Battery backup is bad and sound quality is bad...
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Good,Super
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Really Nice,Nice product sound is good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Delightful,Nice
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Excellent,Good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Mind-blowing purchase,Nice product it's been 1 years ago  and it's working properly
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Classy product,Very nice
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Does the job,Right earpiece is not working perfectly after a month.
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Mind-blowing purchase,Good product
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Does the job,Super
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Super!,Really its too good and its Awsome
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,2,Could be way better,Very bad product after using 1 month . This is not working. Don't by this product
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Worst experience ever!,My left side made some unnecessary sound and not able to hear the voice perfectly
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Delightful,Good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Awesome,Nice
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Very Good,Good. But week
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Did not meet expectations,Very bad
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Good,Bass not good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Mind-blowing purchase,This product is very nice please bey it
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Brilliant,good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Highly recommended,Nice blootooth eyearphone AROMA NB120
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Does the job,Good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Classy product,Sound is unavailable too high sound and cool base And it's battery life is op and it is value for money ðŸ’¸ðŸ’¸ðŸ’¸ðŸ’¸ðŸ’¸ðŸ’°ðŸ’°ðŸ’°ðŸ’°
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Pretty good,Good in this price range
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,2,Could be way better,Delivery by 1 month  ago but not working
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Did not meet expectations,Don't like
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Absolute rubbish!,"stopped working , Voice not clear"
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Just wow!,Verry good product
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Good,In this price it is good though
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Super!,Nice product
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Utterly Disappointed,Not working after 2 month
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Just okay,Good but not enough
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Highly recommended,Super
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Good choice,Nice product and worth it also
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Pretty good,"Everything ok but thing that I disappoint that neck band moves easily when I walk or drive two wheeler, it looks like that it dropped any time from neck"
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Mind-blowing purchase,This product is very nice please bey it
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Brilliant,good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Highly recommended,Nice blootooth eyearphone AROMA NB120
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Does the job,Good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Classy product,Sound is unavailable too high sound and cool base And it's battery life is op and it is value for money ðŸ’¸ðŸ’¸ðŸ’¸ðŸ’¸ðŸ’¸ðŸ’°ðŸ’°ðŸ’°ðŸ’°
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Pretty good,Good in this price range
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,2,Could be way better,Delivery by 1 month  ago but not working
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Did not meet expectations,Don't like
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Absolute rubbish!,"stopped working , Voice not clear"
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Just wow!,Verry good product
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Good,In this price it is good though
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Super!,Nice product
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,1,Utterly Disappointed,Not working after 2 month
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,3,Just okay,Good but not enough
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Highly recommended,Super
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Good choice,Nice product and worth it also
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,4,Pretty good,"Everything ok but thing that I disappoint that neck band moves easily when I walk or drive two wheeler, it looks like that it dropped any time from neck"
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Super!,Good
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,2,Slightly disappointed,Worst product please don't bye this product
Aroma NB120 Tehalka 40 Hours Playing Time Dual Pairing Bluetooth Neckband Earphone Bluetooth Headset,5,Perfect product!,Very good ðŸ‘ðŸ‘
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Mind-blowing purchase,"I hope you guys find this review helpful, well it's too soon for a review but I think it's worth every penny, Sound - Do not have high expectations for bass atleast, rest of the sound is amazing, you get a clear voice even if it turns a bit windy on roads, songs when played have a clear voice, good for casual song listening, you can watch movies and browse, sound is good even when you play games on phone.Battery backup - is amazing, I've been using it the whole day, as soon as you put the..."
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Pretty good,Fabulous in this range.. 1. Sound quality is very good2. Premium built quality and look.. from inside it may feel like plastic3. Battery backup is good..4. If you love bass the don't go for it..5. It doesn't block your ear.. you can hear surrounding voice while using it
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Brilliant,(1) Worth of the money ðŸ’°(2) Nice design & comfort ðŸ‘‚(3) Good battery backupðŸ”‹(4) Nice sound quality and Bass also ðŸŽ¶
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Wonderful,Best product you can buy in this price range. Sound quality is good and connecting speed is really fast and battery backup is also good.
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Good choice,Nice and smooth quality earbuds of boats. I am like this products sound quality good
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Brilliant,The best I've gotten till now a must buy if you want ear pods! The color is awesome the sound is awesome.The sound quality is the best A very good deal in thus rate!
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Awesome,"Worth of money. Not bad. Sound quality is good ðŸ‘, design is ossum . Totally the product is nice and you can buy this product."
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Best in the market!,Superb worthy product ðŸ˜Š I Love it thank you flipcart
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Excellent,"I never bought any kind of Bluetooth pairs, this was my first purchase and I can say this was the best purchase at this segment. The quality of the product and music is outstanding and I never expected that to in this price. Thank you, Flipkart for the express delivery which you offered."
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Highly recommended,It sounds good and is much worthy for the price... Very happy for it .. thanks to flipkart and boat for the product...
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,1,Horrible,Connecter for charging earpods got damaged very soon.
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Good quality product,Overall good product.If purchase in sell prices like 799 or 899.Little pain in ear after using 25 to 30 min.
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,1,Did not meet expectations,Bad quality one side earphone stopped working after one month
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,1,Not recommended at all,Ear pain used this
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Best in the market!,Good Products
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Classy product,Best quality
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,3,Good,This is not good because if you are listening 2 hours continually then your hear is feel pain
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Good choice,Nice product
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Mind-blowing purchase,Awesome quality
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,1,Worst experience ever!,Sounds issue and voice not clear
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Worth every penny,This price segment this is pretty good and love this boat product and sound quality is average bad battery backup is super I love this airdops
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Simply awesome,Premium design + comfortable fit + awesome funky colours + universal compatibility with bluetooth enabled devices + great price + flipkart trust + vocals clarity + instrumental separation clear even at low volume +  value for money ...Love my own latest pink boat airdope 131...ðŸ˜
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Good choice,Nice headsets. Great sound quality. Finest design.Will be better if bass also gets improved.overall nice and best @ this price rangeðŸ‘Œ
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Delightful,Good product with fine looks. Bass is not super good but it is ok u can feel beats.connectivity is good overall product is good but one thing hurts me is that it is not waterproof ðŸ˜­ and this is a issue for me rest I am happy because it's design is pretty cool . I had  already one plus wireless earphone but whenever I use it it's neck wire irritates meðŸ˜‚
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Great product,Very Good ðŸ˜Œ Product Battery backup super awesome boss not a perfect but Good ðŸ˜Œ sound quality always good ðŸ˜Œ
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,5,Excellent,Loved the sound quality loved the base and the bild quality is awesome ðŸ‘ðŸ‘ðŸ‘ðŸ‘ I love it plzzz go for it best airpods in this price buy it right now n for pubg also best it is ðŸ”¥ðŸ”¥ðŸ‘ðŸ‘
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,3,Nice,OkUpdated after long term use. Don't buy if you want to use for long time.Sound volume is low but clear. Bass is there but not best as these are not in-ear type. Call quality is ok. And battery lasts 3.5 hrs. Good thing is type-C I can use my OnePlus charger with it. Comfortable for long hours.Dont expect too much from the product at this price. I would say if you don't want to spend much then get this. And obviously if your priority is sound quality then Sony and Bose are only option.
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Worth the money,Bass is not upto the mark. Sound quality is excellent. Cryastal clear sound. Boat should improve the bass quality in this airdopes. Boats other headphones having best bass .overall it's good and value for money.
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Wonderful,Thank you flipkart for the fastest delivery got this airdopes delivered within 24 hrs ....  I have been fan of boat from past 3 years and I have been using boat rockerz bluetooth earphones and then I ordered this one amazing one in this price point ...Waiting for the another sale so that I can order one more ....Thumbs UpðŸ‘Must buy product â¤ï¸
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,4,Very Good,"I ordered the product in the sale on 22nd Aug & immediately received it on the morning of 23rd Aug.I must say at this price point the product is quite good. Good sound quality, good hardware, comfortable to ears & one part I liked is that it has C type charging port.Just one thing is missing which is mentioned on the box of product - Additional earmuffs for which I will be writing to Flipkart.Rest as of now is great. Time shall tell how great this product is."
boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset,1,Utterly Disappointed,Writing this review after almost 15 days of usage i had mixed experience first with the pros1.sound quality is pretty decent no issues2.builit quality and charging case feels preety much premium3.call quality was also fine nobody ever complain about voice.4.battery life of the charging case and earbuds are fabulous.Cons1.first thing i noticed was its size its kind of bigger than our normal earbuds you may feel some discomfort after usage of  almost half an hour.2.yesterday i paird thi...
